id,title,description,target_amount,current_amount,has_image,description_length,start_date,end_date,days_to_target
d510aec5-ef7e-4079-809f-87755289fe4f,Save the Earth,Your help can make a big difference.,26691.36,0.0,True,36,2025-04-16,2025-06-01,46
d008673e-6559-4663-bbc2-de359f0d9a7e,Clean Water Project,Join us to support those in need.,48583.57,0.0,True,33,2025-04-16,2025-06-14,59
a680f248-84fd-4512-861f-aa8569a70272,Animal Rescue,Raising funds for a great cause that will change lives.,22134.16,0.0,False,55,2025-04-16,2025-04-29,13
047376ce-72ed-4bae-a46b-ab1d5f319582,Medical Aid,Together we can build a better future.,64343.84,0.0,True,38,2025-04-16,2025-07-12,87
1c7318d6-34d5-400c-8547-652776ff3253,Save the Earth,Support our mission to provide essential services.,64212.51,0.0,True,50,2025-04-16,2025-07-03,78
b7c0a11d-7a82-4940-801f-17825a44d3d4,Clean Water Project,Raising funds for a great cause that will change lives.,64074.81,0.0,True,55,2025-04-16,2025-05-03,17
7a6b1dc3-b8c1-4d34-8835-91a18e444d26,Help the Kids,Support our mission to provide essential services.,89980.29,0.0,True,50,2025-04-16,2025-07-03,78
8d1563aa-5027-46a7-85d3-005c6b142023,Save the Earth,Raising funds for a great cause that will change lives.,18269.41,0.0,True,55,2025-04-16,2025-06-20,65
eade61d0-17eb-418e-9dce-d091bcd62c4f,Medical Aid,Together we can build a better future.,12999.24,0.0,True,38,2025-04-16,2025-05-08,22
e718c136-e233-480c-89ec-25357a04a013,Save the Earth,Raising funds for a great cause that will change lives.,35035.5,0.0,True,55,2025-04-16,2025-04-25,9
37879abd-4517-4bea-8fc5-586163338b44,Medical Aid,Together we can build a better future.,55434.13,0.0,False,38,2025-04-16,2025-06-10,55
99a3df59-e230-4624-a5e3-a1eff80b28c7,Clean Water Project,Support our mission to provide essential services.,52306.37,0.0,False,50,2025-04-16,2025-05-25,39
4ee676fb-db42-4bf7-b714-2ecdf33d7012,Save the Earth,Support our mission to provide essential services.,11846.27,0.0,True,50,2025-04-16,2025-06-23,68
bec2813a-4fa1-46e1-aef1-b6ec6a386fb0,Medical Aid,Support our mission to provide essential services.,55161.6,0.0,True,50,2025-04-16,2025-05-31,45
952d462d-fbcb-4911-9464-dfafbdf2c92b,Medical Aid,Support our mission to provide essential services.,78738.81,0.0,True,50,2025-04-16,2025-06-28,73
8674d721-476d-4338-9fee-ccf0f5343891,Build a School,Your help can make a big difference.,22963.72,0.0,False,36,2025-04-16,2025-07-02,77
77a6e09d-ed43-45be-8e0c-47f627adf6cd,Help the Kids,Join us to support those in need.,35145.98,0.0,False,33,2025-04-16,2025-07-03,78
9bee51cf-94fb-4d99-a35a-66a1ff1b45d9,Save the Earth,Together we can build a better future.,49911.06,0.0,False,38,2025-04-16,2025-06-11,56
176805a2-80e0-458e-bf76-80f86394f0a4,Save the Earth,Every donation brings us closer to our goal.,75651.24,0.0,True,44,2025-04-16,2025-07-02,77
e49c32b1-86dc-44c0-a7f2-e079c869ee67,Medical Aid,Support our mission to provide essential services.,54089.22,0.0,True,50,2025-04-16,2025-07-12,87
b6d12f8a-edf5-407e-84f9-4dd2cc05b11c,Clean Water Project,Your help can make a big difference.,70550.21,0.0,True,36,2025-04-16,2025-05-11,25
0fc30919-424c-4a7a-864a-532253885765,Help the Kids,Join us to support those in need.,63211.3,0.0,True,33,2025-04-16,2025-07-02,77
9c875562-a959-4ad6-bd85-bbd7e977d49d,Animal Rescue,Together we can build a better future.,50542.17,0.0,False,38,2025-04-16,2025-07-07,82
d7cf823b-164b-4c2f-a0d5-7214bc4eac5e,Animal Rescue,Your help can make a big difference.,89301.45,0.0,True,36,2025-04-16,2025-07-14,89
a41812c6-2bfd-4389-94dc-0554cca44584,Help the Kids,Raising funds for a great cause that will change lives.,91180.93,0.0,False,55,2025-04-16,2025-07-04,79
29b8274c-2abc-4b93-8e1f-dc3b1fc2c9d3,Medical Aid,Your help can make a big difference.,93661.91,0.0,False,36,2025-04-16,2025-04-30,14
5f791293-e424-427f-a0ce-a26104290970,Animal Rescue,Join us to support those in need.,57709.81,0.0,True,33,2025-04-16,2025-06-04,49
166c39e6-8a30-4020-a6be-f33ab09078b1,Help the Kids,Together we can build a better future.,62576.0,0.0,True,38,2025-04-16,2025-07-11,86
62fe1c9d-0e45-49be-bcba-858a3ad9431b,Animal Rescue,Join us to support those in need.,92433.16,0.0,False,33,2025-04-16,2025-06-04,49
3247cac2-1c43-4883-ab18-6f6c65c2e9cc,Clean Water Project,Together we can build a better future.,27121.77,0.0,False,38,2025-04-16,2025-04-27,11
9b3d920d-43d3-4ebd-b7d4-c4216af38bcd,Help the Kids,Raising funds for a great cause that will change lives.,18059.77,0.0,False,55,2025-04-16,2025-04-21,5
9981f290-0399-4441-bc64-46ed720462a1,Clean Water Project,Every donation brings us closer to our goal.,34049.28,0.0,True,44,2025-04-16,2025-05-29,43
aeabc17c-b822-4574-9368-fe2afb59d43f,Save the Earth,Raising funds for a great cause that will change lives.,15945.06,0.0,False,55,2025-04-16,2025-07-04,79
a350e98e-5f11-49c6-870c-8339a248ae4f,Medical Aid,Support our mission to provide essential services.,81460.31,0.0,False,50,2025-04-16,2025-04-23,7
91691b1c-46ea-40be-87d7-bd0272560dd4,Clean Water Project,Your help can make a big difference.,94669.54,0.0,False,36,2025-04-16,2025-05-22,36
cc0c8aa4-54d0-45e4-8776-068baa833921,Build a School,Join us to support those in need.,28216.5,0.0,False,33,2025-04-16,2025-05-20,34
5109e65c-4571-4915-8451-2aa45e7ab2c0,Medical Aid,Together we can build a better future.,71234.09,0.0,False,38,2025-04-16,2025-05-06,20
8d47003c-712b-4ba1-b08f-615597e9f02f,Build a School,Every donation brings us closer to our goal.,27971.23,0.0,True,44,2025-04-16,2025-06-12,57
49cc43a9-6fa2-4056-b5b7-002b56fd164b,Clean Water Project,Your help can make a big difference.,87250.18,0.0,False,36,2025-04-16,2025-06-30,75
7d088c88-e6b0-491e-b09c-dfd8f406061c,Help the Kids,Every donation brings us closer to our goal.,75199.6,0.0,False,44,2025-04-16,2025-06-09,54
31727b9a-9b5e-4a27-bcfa-75dc6565398b,Save the Earth,Support our mission to provide essential services.,26143.31,0.0,False,50,2025-04-16,2025-06-14,59
66f7d27b-1f09-4714-b311-e5e51f0a395a,Animal Rescue,Your help can make a big difference.,12440.41,0.0,False,36,2025-04-16,2025-06-24,69
b91583d4-afed-4d41-8822-ea6a6646c1a7,Build a School,Your help can make a big difference.,42602.02,0.0,True,36,2025-04-16,2025-05-01,15
460f611c-9e57-4e1a-a7b8-e90dfc51f271,Medical Aid,Raising funds for a great cause that will change lives.,18426.7,0.0,True,55,2025-04-16,2025-05-03,17
d24788d8-815d-44d2-b36b-d76f233a2e1d,Medical Aid,Your help can make a big difference.,71569.26,0.0,False,36,2025-04-16,2025-06-26,71
cb308941-d159-4b6e-80e8-87ca32053409,Medical Aid,Together we can build a better future.,59558.32,0.0,True,38,2025-04-16,2025-06-14,59
ecc0cad4-4f63-498f-b44f-ee4dd7409fa8,Help the Kids,Your help can make a big difference.,18578.57,0.0,True,36,2025-04-16,2025-05-20,34
40a9f4ce-9b50-4f3c-9712-f3ba95846be4,Build a School,Support our mission to provide essential services.,81027.78,0.0,True,50,2025-04-16,2025-05-15,29
3188129d-dd0f-46c9-8f50-5b4c2416af93,Clean Water Project,Every donation brings us closer to our goal.,42261.23,0.0,True,44,2025-04-16,2025-06-29,74
ab3c07ee-3c58-455c-9ffd-965058f838be,Animal Rescue,Every donation brings us closer to our goal.,86522.12,0.0,True,44,2025-04-16,2025-06-14,59
0d6d3028-329b-4be0-8e12-1c3a7e384d22,Help the Kids,Support our mission to provide essential services.,95518.79,0.0,False,50,2025-04-16,2025-07-09,84
44b7193d-9578-427c-9e52-ee5c23f8c3bc,Medical Aid,Support our mission to provide essential services.,66874.43,0.0,True,50,2025-04-16,2025-04-28,12
e229979e-e049-4507-bd52-dba55815277d,Help the Kids,Join us to support those in need.,90019.29,0.0,False,33,2025-04-16,2025-06-25,70
490b2e63-a3bc-4673-a0ba-197695584ef3,Clean Water Project,Together we can build a better future.,73370.17,0.0,False,38,2025-04-16,2025-06-15,60
56452c0a-730d-462b-9e76-8014fcf3fb02,Clean Water Project,Support our mission to provide essential services.,46773.18,0.0,True,50,2025-04-16,2025-07-03,78
1d918641-8dec-40d7-94b8-74ab4fe072ba,Build a School,Every donation brings us closer to our goal.,18752.2,0.0,True,44,2025-04-16,2025-07-11,86
51051dfa-8620-4aa1-aca6-4813a668a942,Help the Kids,Every donation brings us closer to our goal.,74405.27,0.0,False,44,2025-04-16,2025-05-07,21
959ead63-a934-40d8-9e8f-99a8df109bd0,Help the Kids,Your help can make a big difference.,24762.28,0.0,False,36,2025-04-16,2025-05-06,20
3b511f86-211d-414c-abd5-48c12191160d,Clean Water Project,Together we can build a better future.,3206.67,0.0,True,38,2025-04-16,2025-05-31,45
2f7a5143-5d31-469e-a7d8-5b700a6c4da5,Save the Earth,Every donation brings us closer to our goal.,46487.69,0.0,True,44,2025-04-16,2025-06-10,55
00f5b907-d6f4-4286-9a04-bc1519738199,Medical Aid,Every donation brings us closer to our goal.,70114.87,0.0,False,44,2025-04-16,2025-05-25,39
dd2876cb-08b6-449b-bd21-d2703b47e86d,Animal Rescue,Together we can build a better future.,57017.28,0.0,False,38,2025-04-16,2025-05-13,27
f0e8a657-c9e9-4e24-9216-e8d5c6f0ed9f,Medical Aid,Every donation brings us closer to our goal.,29536.81,0.0,True,44,2025-04-16,2025-06-13,58
47d94f3f-1f5a-440f-ae65-57bf1580eda3,Animal Rescue,Every donation brings us closer to our goal.,99398.85,0.0,True,44,2025-04-16,2025-04-22,6
b2fbe130-7825-4895-8a72-0c315b3fd748,Medical Aid,Raising funds for a great cause that will change lives.,19765.52,0.0,False,55,2025-04-16,2025-07-08,83
212c95bb-347d-4f74-81a5-062832c2de69,Clean Water Project,Your help can make a big difference.,77183.99,0.0,False,36,2025-04-16,2025-06-08,53
de5c879f-a60c-4f0b-991d-607b83cbeee8,Build a School,Your help can make a big difference.,9289.75,0.0,False,36,2025-04-16,2025-05-11,25
51e6440a-440d-4a1c-9326-b201bf38ab9f,Build a School,Your help can make a big difference.,17160.18,0.0,False,36,2025-04-16,2025-05-12,26
b8f03d1d-0f7e-4ab8-881c-114fe920417d,Save the Earth,Together we can build a better future.,17909.75,0.0,True,38,2025-04-16,2025-04-26,10
3f2db0a1-01ce-4d57-afa8-24185c7a0563,Medical Aid,Your help can make a big difference.,73837.38,0.0,False,36,2025-04-16,2025-05-30,44
e5de5261-d815-4e90-baae-00802d21124e,Animal Rescue,Together we can build a better future.,53727.16,0.0,True,38,2025-04-16,2025-05-25,39
7073c6b0-0952-4bb5-9447-4af4ed228bf5,Animal Rescue,Support our mission to provide essential services.,28491.93,0.0,True,50,2025-04-16,2025-06-11,56
e4bbdde3-0b26-48ac-9773-95697638b222,Save the Earth,Raising funds for a great cause that will change lives.,31464.99,0.0,True,55,2025-04-16,2025-07-03,78
ce24e7a5-a38d-44d2-bab2-090600cfc24e,Help the Kids,Every donation brings us closer to our goal.,79335.13,0.0,True,44,2025-04-16,2025-06-02,47
93c9bc84-edbf-4eb6-9dd0-70002acf6cd0,Save the Earth,Raising funds for a great cause that will change lives.,97752.51,0.0,False,55,2025-04-16,2025-07-02,77
982dd28d-8ca3-46d2-8129-148e63130f72,Clean Water Project,Support our mission to provide essential services.,6402.72,0.0,False,50,2025-04-16,2025-06-01,46
286be581-cdf9-4c74-9418-9d834678d8cc,Save the Earth,Together we can build a better future.,73569.77,0.0,False,38,2025-04-16,2025-06-07,52
1ea273ff-a8b2-4de6-a4ad-faca8290db2a,Animal Rescue,Support our mission to provide essential services.,19499.19,0.0,False,50,2025-04-16,2025-05-04,18
46cb993a-31a2-4163-ab6e-cf4d97600d13,Build a School,Raising funds for a great cause that will change lives.,47888.69,0.0,False,55,2025-04-16,2025-04-25,9
d78bdda7-1a29-4aee-9a09-24a569bc21d3,Medical Aid,Your help can make a big difference.,36033.0,0.0,True,36,2025-04-16,2025-06-03,48
efc8271c-5823-4b06-9b5d-b436f71eb6c6,Save the Earth,Support our mission to provide essential services.,97935.8,0.0,True,50,2025-04-16,2025-05-29,43
a977d565-33b3-4175-a5cb-bf181831eda4,Save the Earth,Together we can build a better future.,82052.99,0.0,True,38,2025-04-16,2025-06-19,64
734d362e-6e6d-4d3a-9453-fc8c168b018b,Clean Water Project,Raising funds for a great cause that will change lives.,25631.74,0.0,False,55,2025-04-16,2025-06-30,75
5705b637-78db-418d-9775-f0bb93a75274,Save the Earth,Every donation brings us closer to our goal.,91218.93,0.0,False,44,2025-04-16,2025-06-29,74
f9f6926c-7493-4b01-9783-a669a4080528,Save the Earth,Join us to support those in need.,58808.7,0.0,False,33,2025-04-16,2025-05-23,37
b63301fa-5bd8-4361-997c-010e91aba73c,Save the Earth,Together we can build a better future.,73165.37,0.0,True,38,2025-04-16,2025-05-30,44
42732e3b-a226-4cc8-a746-170335637fdc,Animal Rescue,Your help can make a big difference.,18089.8,0.0,True,36,2025-04-16,2025-07-12,87
f941e2ca-599f-433d-a360-a493f8f2968b,Save the Earth,Raising funds for a great cause that will change lives.,50551.32,0.0,True,55,2025-04-16,2025-07-01,76
20e07c05-7396-4641-b9c0-6c9130496dac,Build a School,Join us to support those in need.,69406.29,0.0,True,33,2025-04-16,2025-06-30,75
1838cb3b-3605-4611-abbc-8b2708143790,Animal Rescue,Join us to support those in need.,1453.45,0.0,False,33,2025-04-16,2025-06-27,72
d1091a13-ff45-4f28-b736-776ae8131d97,Save the Earth,Raising funds for a great cause that will change lives.,55219.8,0.0,True,55,2025-04-16,2025-06-01,46
ddfa9a81-005e-465a-8822-0de3546a0654,Save the Earth,Your help can make a big difference.,37019.66,0.0,True,36,2025-04-16,2025-06-10,55
eeb21dcf-207d-48ba-a47c-3cc4971211bd,Animal Rescue,Together we can build a better future.,45877.09,0.0,False,38,2025-04-16,2025-07-15,90
8cb522f8-d544-4a56-9a91-3ada9b7b422b,Animal Rescue,Every donation brings us closer to our goal.,58708.13,0.0,False,44,2025-04-16,2025-05-01,15
18a33a99-5305-423d-924d-3f1567cf8473,Medical Aid,Your help can make a big difference.,6024.6,0.0,False,36,2025-04-16,2025-05-20,34
0649b15a-c436-48d0-a923-8bb502063ee0,Animal Rescue,Join us to support those in need.,84345.46,0.0,False,33,2025-04-16,2025-06-29,74
c47e17bf-7481-44f1-8fe4-20135124c784,Clean Water Project,Raising funds for a great cause that will change lives.,74839.65,0.0,False,55,2025-04-16,2025-06-20,65
9c677d99-30c1-4fed-bb61-bffdfaf60524,Help the Kids,Join us to support those in need.,61914.35,0.0,True,33,2025-04-16,2025-06-12,57
ecf52afe-8252-4d23-97d0-d645d92c9feb,Medical Aid,Together we can build a better future.,17725.51,0.0,True,38,2025-04-16,2025-07-01,76
58e61ae8-7129-4ff9-9908-0ab89117ef0d,Save the Earth,Every donation brings us closer to our goal.,19381.63,0.0,True,44,2025-04-16,2025-05-27,41
67530800-fffa-4a92-8719-f02685fbd5ff,Build a School,Your help can make a big difference.,70411.57,0.0,True,36,2025-04-16,2025-04-23,7
feaa5657-8594-47a5-bebf-2c83612fcf9b,Medical Aid,Every donation brings us closer to our goal.,1181.87,0.0,True,44,2025-04-16,2025-07-05,80
9af1f19a-8e4a-42ea-8c1c-ac888b290691,Clean Water Project,Together we can build a better future.,16414.44,0.0,True,38,2025-04-16,2025-04-28,12
e067e18d-ce49-4abc-ae2b-3f8ced998226,Medical Aid,Together we can build a better future.,83659.89,0.0,True,38,2025-04-16,2025-07-09,84
f6d3b270-146b-4421-8bff-4b8276473c1d,Build a School,Every donation brings us closer to our goal.,56846.78,0.0,False,44,2025-04-16,2025-05-28,42
014f42d7-43ea-494e-b7e2-9f7da55d87e4,Help the Kids,Together we can build a better future.,51039.87,0.0,False,38,2025-04-16,2025-06-02,47
7568330b-ecc2-482b-a20e-acb3ca9ccbe8,Help the Kids,Support our mission to provide essential services.,69362.65,0.0,False,50,2025-04-16,2025-05-02,16
d7fe9de8-c97a-4c6a-9df2-2f0b04beb207,Medical Aid,Support our mission to provide essential services.,77748.09,0.0,True,50,2025-04-16,2025-05-17,31
f4722f1b-c2e5-4bff-b91b-a01674b83d26,Animal Rescue,Support our mission to provide essential services.,33172.4,0.0,True,50,2025-04-16,2025-05-26,40
7350ed7a-5ba4-421d-b89f-3179fe5c397a,Animal Rescue,Every donation brings us closer to our goal.,93377.99,0.0,False,44,2025-04-16,2025-05-24,38
aac401b0-d4dc-4db4-b690-500bf3de1043,Animal Rescue,Your help can make a big difference.,47606.67,0.0,True,36,2025-04-16,2025-06-06,51
cb0b882d-c62a-4b5a-a6be-31ff031214e2,Build a School,Every donation brings us closer to our goal.,92181.53,0.0,True,44,2025-04-16,2025-06-27,72
e06eb7bd-6bf4-41cd-9b47-a75d395ed6e1,Build a School,Together we can build a better future.,67413.25,0.0,True,38,2025-04-16,2025-06-25,70
366923c4-5a65-4ed6-8f07-ed3dc055675f,Help the Kids,Your help can make a big difference.,74131.81,0.0,True,36,2025-04-16,2025-05-07,21
cd01b2e6-e69d-4c2e-8d0b-2cc59c595dc0,Help the Kids,Your help can make a big difference.,57223.17,0.0,True,36,2025-04-16,2025-06-11,56
aa96f975-83ef-43f0-aed5-0a2177b70135,Help the Kids,Every donation brings us closer to our goal.,77646.34,0.0,False,44,2025-04-16,2025-05-15,29
eb70ab3d-4057-466f-bcc7-8e0fd1b21938,Medical Aid,Raising funds for a great cause that will change lives.,24574.89,0.0,False,55,2025-04-16,2025-04-26,10
6dc564b1-6407-4fe2-8064-4a65c3069d31,Animal Rescue,Every donation brings us closer to our goal.,10311.27,0.0,False,44,2025-04-16,2025-07-14,89
9cdc05a6-1441-4975-9f6f-1beeeacb2cbc,Help the Kids,Together we can build a better future.,66378.5,0.0,True,38,2025-04-16,2025-06-14,59
79d5ed34-9477-490f-b01b-05db5357491d,Help the Kids,Raising funds for a great cause that will change lives.,11870.83,0.0,False,55,2025-04-16,2025-06-11,56
5048d8f9-ce08-4524-8e2c-e10d79a0e4a0,Help the Kids,Raising funds for a great cause that will change lives.,12050.88,0.0,True,55,2025-04-16,2025-05-12,26
dcae37ee-bc20-46f6-8bc4-67c5f891477f,Clean Water Project,Together we can build a better future.,57609.18,0.0,False,38,2025-04-16,2025-07-02,77
064b6f64-e9da-43be-a778-e3d378f9a577,Save the Earth,Every donation brings us closer to our goal.,48338.55,0.0,False,44,2025-04-16,2025-04-22,6
8fb03f47-1d40-4b9f-9586-5b8933701455,Medical Aid,Support our mission to provide essential services.,11890.08,0.0,False,50,2025-04-16,2025-07-07,82
5047748f-9aa8-4fda-8c4c-791fefa169cd,Medical Aid,Support our mission to provide essential services.,35356.29,0.0,False,50,2025-04-16,2025-05-19,33
60f61792-a2dc-4ea8-b7d4-d1d02afba0d3,Save the Earth,Join us to support those in need.,60364.85,0.0,True,33,2025-04-16,2025-07-08,83
d049ef47-67b4-4794-9fc9-94214fc1f26d,Medical Aid,Join us to support those in need.,56856.29,0.0,False,33,2025-04-16,2025-06-23,68
4b177a4a-80df-4f6b-b658-3d4381b85075,Build a School,Join us to support those in need.,69976.31,0.0,False,33,2025-04-16,2025-05-17,31
58f6b2ca-e0bf-4c4b-8a52-2b1d128f64fe,Medical Aid,Together we can build a better future.,43824.57,0.0,True,38,2025-04-16,2025-06-28,73
42c1794b-23e5-46be-ac57-7bb7b1ffe40f,Help the Kids,Every donation brings us closer to our goal.,35991.26,0.0,False,44,2025-04-16,2025-06-03,48
2b43b427-11ee-459b-b6d4-7c1ff747c7a1,Medical Aid,Join us to support those in need.,9749.4,0.0,True,33,2025-04-16,2025-07-04,79
e7869453-2200-489e-b8f9-54610eb6e7a3,Animal Rescue,Raising funds for a great cause that will change lives.,75854.15,0.0,False,55,2025-04-16,2025-05-27,41
03590e92-9d0f-49dd-98ca-ff961e4fe773,Clean Water Project,Your help can make a big difference.,5479.05,0.0,True,36,2025-04-16,2025-04-23,7
b2c37acb-64b5-41bd-a06b-924213125d87,Help the Kids,Support our mission to provide essential services.,3263.11,0.0,True,50,2025-04-16,2025-05-14,28
2d3ffc93-b805-4b19-8146-60f5b5accfbb,Build a School,Raising funds for a great cause that will change lives.,99990.99,0.0,True,55,2025-04-16,2025-07-14,89
5446d117-cfae-4661-8621-82018ab2cf2e,Animal Rescue,Join us to support those in need.,67943.11,0.0,True,33,2025-04-16,2025-04-23,7
c53c4404-c2cc-4704-b9e0-3b670fe52d07,Help the Kids,Support our mission to provide essential services.,21561.69,0.0,True,50,2025-04-16,2025-06-19,64
b4a81481-3770-4a89-91f0-8105af3463a8,Medical Aid,Your help can make a big difference.,64103.67,0.0,True,36,2025-04-16,2025-06-13,58
3e5e6c63-dded-4854-89b6-469d03edb40e,Clean Water Project,Every donation brings us closer to our goal.,2064.6,0.0,True,44,2025-04-16,2025-06-14,59
53a2bbe7-f649-4160-8268-fee9f42fa932,Medical Aid,Your help can make a big difference.,41089.28,0.0,True,36,2025-04-16,2025-06-20,65
b14e9a85-979c-4776-acb9-6b4bdaa0a69e,Clean Water Project,Support our mission to provide essential services.,50125.68,0.0,False,50,2025-04-16,2025-07-08,83
2ed96b7a-7c76-4958-9cc3-ef18e220e70f,Save the Earth,Your help can make a big difference.,63182.54,0.0,False,36,2025-04-16,2025-05-25,39
c2fcc795-ea73-4543-9c46-4a9046181f09,Animal Rescue,Raising funds for a great cause that will change lives.,35301.2,0.0,False,55,2025-04-16,2025-05-23,37
d8e1e292-21ab-4be5-9e44-3f8c46c3cc0b,Build a School,Your help can make a big difference.,64888.35,0.0,True,36,2025-04-16,2025-05-03,17
8b9cacb3-2a24-4cad-b7f2-62eb0254e9b4,Save the Earth,Raising funds for a great cause that will change lives.,49309.98,0.0,False,55,2025-04-16,2025-06-08,53
e0cbc4b8-19a6-4358-a490-64e7fb464512,Help the Kids,Join us to support those in need.,93931.79,0.0,False,33,2025-04-16,2025-05-07,21
2363130b-171e-4f53-8299-29a4fbb791be,Animal Rescue,Every donation brings us closer to our goal.,23818.45,0.0,True,44,2025-04-16,2025-07-15,90
fbd234df-50ad-4bff-a222-764773420c9e,Animal Rescue,Raising funds for a great cause that will change lives.,30860.66,0.0,False,55,2025-04-16,2025-05-21,35
db6abba9-8af5-403e-ba13-ca78b9ce63ba,Animal Rescue,Together we can build a better future.,89481.46,0.0,False,38,2025-04-16,2025-04-25,9
0742f879-da71-4d9f-8784-1fb76fdd85f0,Clean Water Project,Raising funds for a great cause that will change lives.,21048.43,0.0,True,55,2025-04-16,2025-06-13,58
7742ccb0-1722-4b3f-9e6c-96e3292fcc41,Animal Rescue,Join us to support those in need.,61438.03,0.0,True,33,2025-04-16,2025-06-10,55
4302075e-815f-4a2c-97b3-7fd5b3db3a41,Clean Water Project,Every donation brings us closer to our goal.,25798.91,0.0,True,44,2025-04-16,2025-05-24,38
076f00ff-9bed-47b4-b117-7c9b2d3e9503,Clean Water Project,Together we can build a better future.,6663.88,0.0,True,38,2025-04-16,2025-06-02,47
1824b853-f872-4969-8bf2-1f91bd5e2b4e,Build a School,Support our mission to provide essential services.,91524.13,0.0,False,50,2025-04-16,2025-07-14,89
1035dbb7-8cee-417d-b1c4-4ef34479978b,Clean Water Project,Join us to support those in need.,89780.37,0.0,True,33,2025-04-16,2025-05-12,26
71dbb63c-b365-482e-83be-ad494913939e,Medical Aid,Together we can build a better future.,4766.74,0.0,False,38,2025-04-16,2025-04-30,14
cc7c14b8-d05a-4977-8249-51e3b7c02d47,Clean Water Project,Every donation brings us closer to our goal.,2501.07,0.0,True,44,2025-04-16,2025-07-13,88
c4635c3f-24bb-49ec-9988-26a1268d505d,Save the Earth,Together we can build a better future.,63210.95,0.0,False,38,2025-04-16,2025-04-28,12
